source_center,destination_center,route_type,time_of_day,median_segment_factor,median_segment_actual_time,median_segment_osrm_time,median_segment_osrm_distance,trip_count,source_name,destination_name
IND505327AAA,IND505425AAA,FTL,Evening,6.805555555555555,26.5,10.0,13.991900000000001,2,Jagtial_Aravind_D (Telangana),DhrmpuriTS_HanumDPP_D (Telangana)
IND505327AAA,IND505425AAA,FTL,Night,1.3606811145510838,22.0,17.0,25.03765,16,Jagtial_Aravind_D (Telangana),DhrmpuriTS_HanumDPP_D (Telangana)
IND505425AAA,IND504215AAA,FTL,Night,3.4166666666666665,41.0,12.0,18.1203,1,DhrmpuriTS_HanumDPP_D (Telangana),Luxettipet_ShivaDPP_D (Telangana)
IND505425AAA,IND505001AAB,FTL,Night,1.9411764705882353,33.0,18.0,21.4368,3,DhrmpuriTS_HanumDPP_D (Telangana),Karimnagar_KamnHbRD_I (Telangana)
IND505467AAA,IND505122AAA,FTL,Night,1.5657407407407407,38.0,23.5,25.78885,26,Husnabad_Greenmkt_D (Telangana),Jammikunta_ConduDPP_D (Telangana)
IND505503AAA,IND506164AAA,FTL,Night,2.3076923076923075,30.0,13.0,18.6183,3,Mahadevpur_Kataram_D (Telangana),Parkal_AmbedDPP_D (Telangana)
IND506001AAC,IND505122AAA,FTL,Night,2.1011904761904763,40.5,17.0,20.8485,4,Warangal_Central_D_2 (Telangana),Jammikunta_ConduDPP_D (Telangana)
IND506001AAC,IND505467AAA,FTL,Night,1.5487012987012987,28.0,18.0,21.3221,26,Warangal_Central_D_2 (Telangana),Husnabad_Greenmkt_D (Telangana)
IND506002AAA,IND506132AAA,FTL,Night,1.1666666666666667,24.0,18.5,17.651,40,Warangal_HunterRd_I (Telangana),Khanpur_Nrsampt_D (Telangana)
IND506002AAA,IND506143AAA,FTL,Afternoon,2.208333333333333,22.5,10.0,14.3526,4,Warangal_HunterRd_I (Telangana),Ghanpur_Palakrty_D (Telangana)
IND506002AAA,IND506143AAA,FTL,Morning,2.0,19.0,10.5,14.730649999999999,30,Warangal_HunterRd_I (Telangana),Ghanpur_Palakrty_D (Telangana)
IND506002AAA,IND506343AAA,FTL,Night,1.6258169934640523,28.0,17.5,24.807450000000003,4,Warangal_HunterRd_I (Telangana),Mulugu_LaxmiNGR_D (Telangana)
IND506132AAA,IND122001AAJ,FTL,Night,1.7894736842105263,33.0,19.0,27.9035,38,Khanpur_Nrsampt_D (Telangana),Mahbubabad_Yellanda_D (Telangana)
IND506143AAA,IND506167AAB,FTL,Afternoon,2.40625,17.5,9.0,13.386750000000001,6,Ghanpur_Palakrty_D (Telangana),Jangaon_Hanmkond_D (Telangana)
IND506143AAA,IND506167AAB,FTL,Morning,1.75,26.0,16.0,23.0455,19,Ghanpur_Palakrty_D (Telangana),Jangaon_Hanmkond_D (Telangana)
IND506167AAB,IND501359AAE,FTL,Afternoon,1.8,29.0,17.0,24.744,15,Jangaon_Hanmkond_D (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND506167AAB,IND501359AAE,FTL,Morning,1.75,33.0,17.0,24.702,61,Jangaon_Hanmkond_D (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND506169AAB,IND505503AAA,FTL,Night,1.0625,17.0,8.5,11.7497,2,Bhupalpally_JwahrNGR_D (Telangana),Mahadevpur_Kataram_D (Telangana)
IND506314AAA,IND506002AAA,FTL,Night,3.1176470588235294,44.0,17.0,24.7849,29,Rayaparthi_Perkadrd_D (Telangana),Warangal_HunterRd_I (Telangana)
IND506343AAA,IND506169AAB,FTL,Night,1.2111111111111112,24.5,23.5,20.72145,4,Mulugu_LaxmiNGR_D (Telangana),Bhupalpally_JwahrNGR_D (Telangana)
IND507002AAA,IND507117AAB,FTL,Night,1.15,24.0,20.0,27.0544,5,Khammam_NSTRoad_I (Telangana),Manuguru_AskNagar_D (Telangana)
IND507002AAA,IND507159AAA,FTL,Night,1.9411764705882353,34.0,17.0,23.1748,3,Khammam_NSTRoad_I (Telangana),Kusumnchi_SKRoad_D (Telangana)
IND507002AAA,IND507167AAA,FTL,Night,2.8888888888888893,30.5,11.0,16.36515,18,Khammam_NSTRoad_I (Telangana),Tallada_PtrlBunk_D (Telangana)
IND507002AAA,IND508001AAA,FTL,Night,1.8823529411764706,32.0,17.0,24.7178,5,Khammam_NSTRoad_I (Telangana),Nalgonda_HydRoad_DC (Telangana)
IND507002AAA,IND508206AAA,FTL,Night,2.041666666666667,30.0,15.0,19.2811,24,Khammam_NSTRoad_I (Telangana),Kodad_VidyaNgr_D (Telangana)
IND507002AAA,IND508207AAB,FTL,Night,1.9808612440191389,34.5,17.5,25.00635,8,Khammam_NSTRoad_I (Telangana),Miryalguda_Ragvendr_D (Telangana)
IND507002AAA,IND508213AAB,FTL,Night,1.75,28.0,15.0,22.593,42,Khammam_NSTRoad_I (Telangana),Suryapet_Krishna_D (Telangana)
IND507111AAA,IND507117AAB,FTL,Night,1.8333333333333333,26.5,15.0,18.11435,38,Bhadrachalam_ITDARd_D (Telangana),Manuguru_AskNagar_D (Telangana)
IND507111AAA,IND507303AAA,FTL,Night,1.1016949152542372,42.0,43.0,28.987,3,Bhadrachalam_ITDARd_D (Telangana),Sathupally_VidyaNGR_D (Telangana)
IND507117AAB,IND507303AAA,FTL,Night,1.486842105263158,48.0,34.0,32.89775,72,Manuguru_AskNagar_D (Telangana),Sathupally_VidyaNGR_D (Telangana)
IND507123AAA,IND506314AAA,FTL,Night,1.265993265993266,35.5,29.0,24.41305,48,Yellandu_Sudimala_D (Telangana),Rayaparthi_Perkadrd_D (Telangana)
IND507159AAA,IND507002AAA,FTL,Night,2.111111111111111,38.0,17.0,24.4406,11,Kusumnchi_SKRoad_D (Telangana),Khammam_NSTRoad_I (Telangana)
IND507159AAA,IND508206AAA,FTL,Night,1.098809523809524,19.5,18.0,16.8196,10,Kusumnchi_SKRoad_D (Telangana),Kodad_VidyaNgr_D (Telangana)
IND507303AAA,IND507002AAA,FTL,Night,2.41875,37.0,16.0,22.92745,72,Sathupally_VidyaNGR_D (Telangana),Khammam_NSTRoad_I (Telangana)
IND508001AAA,IND501359AAE,FTL,Night,1.6666666666666667,31.0,19.5,26.52205,70,Nalgonda_HydRoad_DC (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND508116AAA,IND508223AAA,FTL,Night,1.2222222222222223,22.0,21.0,19.6367,3,Bhuvanagiri_HBColny_D (Telangana),Thirumalagiri_Xroad_D (Telangana)
IND508116AAA,IND508277AAB,FTL,Night,1.0816666666666666,23.0,22.0,21.973399999999998,28,Bhuvanagiri_HBColny_D (Telangana),Mothkur_Mainroad_D (Telangana)
IND508206AAA,IND507002AAA,FTL,Night,1.925,26.0,14.0,18.29075,4,Kodad_VidyaNgr_D (Telangana),Khammam_NSTRoad_I (Telangana)
IND508206AAA,IND507159AAA,FTL,Night,1.5,33.0,31.0,29.2576,23,Kodad_VidyaNgr_D (Telangana),Kusumnchi_SKRoad_D (Telangana)
IND508206AAA,IND508207AAB,FTL,Night,2.0625,35.0,17.0,23.927,11,Kodad_VidyaNgr_D (Telangana),Miryalguda_Ragvendr_D (Telangana)
IND508207AAB,IND507002AAA,FTL,Night,2.375,38.5,17.5,24.2018,20,Miryalguda_Ragvendr_D (Telangana),Khammam_NSTRoad_I (Telangana)
IND508207AAB,IND508206AAA,FTL,Night,1.9444444444444444,35.0,16.0,23.2409,3,Miryalguda_Ragvendr_D (Telangana),Kodad_VidyaNgr_D (Telangana)
IND508207AAB,IND521225AAB,FTL,Night,1.891812865497076,41.0,21.5,26.57685,60,Miryalguda_Ragvendr_D (Telangana),Vijayawada_Rynapadu_H (Andhra Pradesh)
IND508213AAB,IND508001AAA,FTL,Night,1.7291666666666665,38.0,18.5,25.985300000000002,28,Suryapet_Krishna_D (Telangana),Nalgonda_HydRoad_DC (Telangana)
IND508223AAA,IND500039AAC,FTL,Night,1.6527777777777777,33.0,21.0,25.29495,68,Thirumalagiri_Xroad_D (Telangana),Hyderabad_Uppal_I (Telangana)
IND508248AAB,IND508377AAB,FTL,Evening,1.6672794117647058,27.0,16.0,23.594949999999997,38,Devarakonda_DindiRD_D (Telangana),Haliya_PeroorRD_D (Telangana)
IND508252AAB,IND508207AAB,FTL,Night,1.2326839826839828,26.5,21.0,24.284,24,Choutuppal_Nagaram_D (Telangana),Miryalguda_Ragvendr_D (Telangana)
IND508277AAB,IND508223AAA,FTL,Night,1.3798076923076923,33.5,24.5,25.4437,12,Mothkur_Mainroad_D (Telangana),Thirumalagiri_Xroad_D (Telangana)
IND508377AAB,IND501359AAE,FTL,Evening,1.4782608695652173,34.0,23.0,30.352400000000003,57,Haliya_PeroorRD_D (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND509001AAA,IND509203AAA,FTL,Evening,1.5833333333333333,26.0,17.0,19.14515,38,Mahabubnagar_DC (Telangana),Bijnapally_nagar_D (Telangana)
IND509103AAB,IND509103AAC,FTL,Evening,1.9411764705882353,33.0,17.0,18.9512,1,Wanaparthy_VallaDPP_D (Telangana),Unknown_Destination
IND509103AAB,IND518002AAA,FTL,Evening,2.111111111111111,38.0,18.0,25.7879,27,Wanaparthy_VallaDPP_D (Telangana),Kurnool_AbbasNgr_I (Andhra Pradesh)
IND509103AAC,IND518002AAA,FTL,Evening,1.7777777777777777,36.0,19.0,26.3024,17,Unknown_Source,Kurnool_AbbasNgr_I (Andhra Pradesh)
IND509124AAA,IND509103AAB,FTL,Evening,1.8571428571428572,39.5,19.5,22.50625,18,JoguGadwal_ColctrOf_D (Telangana),Wanaparthy_VallaDPP_D (Telangana)
IND509124AAA,IND509103AAC,FTL,Evening,1.5681818181818183,30.0,19.5,22.3244,8,JoguGadwal_ColctrOf_D (Telangana),Unknown_Destination
IND509124AAA,IND518002AAA,FTL,Evening,2.1363636363636362,47.0,22.0,26.4896,3,JoguGadwal_ColctrOf_D (Telangana),Kurnool_AbbasNgr_I (Andhra Pradesh)
IND509124AAA,IND584101AAA,FTL,Evening,1.517777777777778,31.5,24.0,22.24575,6,JoguGadwal_ColctrOf_D (Telangana),Raichur_LSRoad_DC (Karnataka)
IND509203AAA,IND509301AAA,FTL,Evening,1.5238095238095237,22.5,12.5,14.492900000000002,38,Bijnapally_nagar_D (Telangana),Jadcherla_Badeplly_D (Telangana)
IND509216AAC,IND501359AAE,Carting,Evening,1.4285714285714286,11.0,7.0,9.1288,22,Shadnagar_Central_D_1 (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND509216AAC,IND501359AAE,FTL,Evening,2.829710144927536,18.0,13.0,15.91685,10,Shadnagar_Central_D_1 (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND509301AAA,IND501359AAE,FTL,Evening,1.5278637770897832,26.0,16.5,24.012700000000002,42,Jadcherla_Badeplly_D (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND509301AAA,IND509216AAC,FTL,Evening,1.588235294117647,27.0,16.0,22.631,9,Jadcherla_Badeplly_D (Telangana),Shadnagar_Central_D_1 (Telangana)
IND509324AAA,IND508248AAB,FTL,Evening,2.064583333333333,35.0,17.0,24.18795,20,Kalwakurthy_VidyaNGR_D (Telangana),Devarakonda_DindiRD_D (Telangana)
IND509358AAA,IND508248AAB,FTL,Evening,2.1470588235294117,41.0,17.0,24.73665,24,Kadthal_GndhiDPP_D (Telangana),Devarakonda_DindiRD_D (Telangana)
IND509358AAA,IND509324AAA,FTL,Evening,1.6228070175438596,19.5,13.5,19.173000000000002,18,Kadthal_GndhiDPP_D (Telangana),Kalwakurthy_VidyaNGR_D (Telangana)
IND515004AAA,IND501359AAE,FTL,Morning,1.5625,27.0,17.0,24.1841,167,Anantapur_KamaStrt_I (Andhra Pradesh),Hyderabad_Shamshbd_H (Telangana)
IND515004AAA,IND501359AAE,FTL,Night,1.6393188854489162,30.0,17.0,24.632,70,Anantapur_KamaStrt_I (Andhra Pradesh),Hyderabad_Shamshbd_H (Telangana)
IND515004AAA,IND515401AAB,FTL,Evening,1.6666666666666667,26.0,16.0,22.9975,45,Anantapur_KamaStrt_I (Andhra Pradesh),Gooty_StatonRd_D (Andhra Pradesh)
IND515004AAA,IND515401AAB,FTL,Night,1.6458333333333335,28.0,17.0,24.0218,6,Anantapur_KamaStrt_I (Andhra Pradesh),Gooty_StatonRd_D (Andhra Pradesh)
IND515004AAA,IND515411AAA,FTL,Evening,2.1911764705882355,29.5,16.0,23.68305,6,Anantapur_KamaStrt_I (Andhra Pradesh),Tadipatri_CBRoad_D (Andhra Pradesh)
IND515004AAA,IND515671AAA,FTL,Evening,1.875,38.5,18.0,21.01855,26,Anantapur_KamaStrt_I (Andhra Pradesh),Dharmavram_SaiNgr_D (Andhra Pradesh)
IND515004AAA,IND515801AAA,FTL,Evening,2.34375,37.5,16.0,23.2718,6,Anantapur_KamaStrt_I (Andhra Pradesh),Guntakal_Verpatem_D (Andhra Pradesh)
IND515004AAA,IND562132AAA,FTL,Night,1.375,31.0,24.0,26.35315,72,Anantapur_KamaStrt_I (Andhra Pradesh),Bangalore_Nelmngla_H (Karnataka)
IND515134AAA,IND515201AAA,Carting,Night,1.6666666666666667,15.5,9.0,10.5704,90,Puttaprthi_Gokulam_D (Andhra Pradesh),Hindupur_Parigi_D (Andhra Pradesh)
IND515134AAA,IND515591AAA,FTL,Evening,1.5239651416122004,41.0,26.0,24.63375,16,Puttaprthi_Gokulam_D (Andhra Pradesh),Kadiri_GVManu_D (Andhra Pradesh)
IND515201AAA,IND515134AAA,Carting,Night,1.6904761904761905,15.0,9.0,10.441949999999999,30,Hindupur_Parigi_D (Andhra Pradesh),Puttaprthi_Gokulam_D (Andhra Pradesh)
IND515201AAA,IND515301AAA,Carting,Night,2.3095238095238093,17.0,7.0,10.5536,42,Hindupur_Parigi_D (Andhra Pradesh),Madakasira_RTCStand_D (Andhra Pradesh)
IND515301AAA,IND561202AAB,Carting,Night,1.8,15.5,8.0,8.784749999999999,32,Madakasira_RTCStand_D (Andhra Pradesh),Pavagada_PnukndRD_D (Karnataka)
IND515401AAB,IND515801AAA,FTL,Evening,2.4375,30.0,16.0,23.085,31,Gooty_StatonRd_D (Andhra Pradesh),Guntakal_Verpatem_D (Andhra Pradesh)
IND515401AAB,IND515801AAA,FTL,Night,2.39375,24.5,11.0,15.8612,4,Gooty_StatonRd_D (Andhra Pradesh),Guntakal_Verpatem_D (Andhra Pradesh)
IND515411AAA,IND516360AAB,FTL,Evening,1.9583333333333335,41.5,23.5,32.20205,6,Tadipatri_CBRoad_D (Andhra Pradesh),Proddatur_Central_D_2 (Andhra Pradesh)
IND515591AAA,IND516269AAA,FTL,Evening,1.6125,38.0,21.0,23.1426,30,Kadiri_GVManu_D (Andhra Pradesh),Rayachoti_Madnpali_D (Andhra Pradesh)
IND515671AAA,IND515134AAA,FTL,Evening,1.5,25.5,15.0,16.84435,26,Dharmavram_SaiNgr_D (Andhra Pradesh),Puttaprthi_Gokulam_D (Andhra Pradesh)
IND515671AAA,IND515591AAA,FTL,Evening,1.6111111111111112,49.0,26.0,24.9226,3,Dharmavram_SaiNgr_D (Andhra Pradesh),Kadiri_GVManu_D (Andhra Pradesh)
IND515761AAA,IND515004AAA,FTL,Evening,1.8888888888888888,32.0,21.0,22.8583,51,Kalyandurg_Shankrpa_D (Andhra Pradesh),Anantapur_KamaStrt_I (Andhra Pradesh)
IND515761AAA,IND515004AAA,FTL,Night,1.6545454545454545,30.5,22.0,23.989649999999997,6,Kalyandurg_Shankrpa_D (Andhra Pradesh),Anantapur_KamaStrt_I (Andhra Pradesh)
IND515801AAA,IND515761AAA,FTL,Evening,1.7692307692307692,39.0,25.5,29.3084,4,Guntakal_Verpatem_D (Andhra Pradesh),Kalyandurg_Shankrpa_D (Andhra Pradesh)
IND515801AAA,IND515865AAB,FTL,Evening,1.5434243176178661,32.5,25.0,24.6681,64,Guntakal_Verpatem_D (Andhra Pradesh),Rayadurgam_RailGate_D (Andhra Pradesh)
IND515801AAA,IND515865AAB,FTL,Night,1.5092592592592593,32.0,25.0,25.027350000000002,8,Guntakal_Verpatem_D (Andhra Pradesh),Rayadurgam_RailGate_D (Andhra Pradesh)
IND515865AAB,IND515761AAA,FTL,Evening,1.7003205128205128,28.5,16.0,20.41305,32,Rayadurgam_RailGate_D (Andhra Pradesh),Kalyandurg_Shankrpa_D (Andhra Pradesh)
IND515865AAB,IND515761AAA,FTL,Night,1.9024999999999999,27.0,16.0,19.9354,4,Rayadurgam_RailGate_D (Andhra Pradesh),Kalyandurg_Shankrpa_D (Andhra Pradesh)
IND516001AAA,IND516227AAA,FTL,Evening,1.7742857142857145,41.5,23.0,26.836599999999997,4,Cuddapah_DC (Andhra Pradesh),Badvel_Sidrd_D (Andhra Pradesh)
IND516101AAA,IND516115AAA,Carting,Night,2.4017857142857144,15.0,7.0,9.95965,70,Koduru_MGRoad_D (Andhra Pradesh),Rajampet_RSRoad_D (Andhra Pradesh)
IND516115AAA,IND517501AAB,Carting,Night,2.4285714285714284,17.0,7.0,9.917750000000002,136,Rajampet_RSRoad_D (Andhra Pradesh),Tirupati_Balajicly_I (Andhra Pradesh)
IND516227AAA,IND515004AAA,FTL,Evening,1.9705882352941178,33.0,18.5,24.29705,16,Badvel_Sidrd_D (Andhra Pradesh),Anantapur_KamaStrt_I (Andhra Pradesh)
IND516269AAA,IND516390AAA,FTL,Evening,1.5,32.0,22.0,24.6963,59,Rayachoti_Madnpali_D (Andhra Pradesh),Pulivendula_RTCStand_D (Andhra Pradesh)
IND516360AAB,IND516001AAA,FTL,Evening,1.5978260869565217,34.5,22.0,26.760350000000003,4,Proddatur_Central_D_2 (Andhra Pradesh),Cuddapah_DC (Andhra Pradesh)
IND516390AAA,IND515004AAA,FTL,Evening,1.7416666666666667,41.5,23.0,25.17505,60,Pulivendula_RTCStand_D (Andhra Pradesh),Anantapur_KamaStrt_I (Andhra Pradesh)
IND517325AAA,IND517408AAA,FTL,Afternoon,1.078125,34.5,16.5,23.32935,2,Madnapalle_PngnrRd_D (Andhra Pradesh),Palamaner_Lakshmi_D (Andhra Pradesh)
IND517501AAB,IND517583AAA,Carting,Night,2.142857142857143,18.0,7.0,10.8606,57,Tirupati_Balajicly_I (Andhra Pradesh),Puttur_Artmclny_D (Andhra Pradesh)
IND517501AAB,IND517644AAA,FTL,Night,2.443627450980392,40.5,15.5,20.373549999999998,32,Tirupati_Balajicly_I (Andhra Pradesh),Sriklahsti_SDKNgr_D (Andhra Pradesh)
IND517583AAA,IND516101AAA,Carting,Night,2.2,14.0,6.0,9.71125,128,Puttur_Artmclny_D (Andhra Pradesh),Koduru_MGRoad_D (Andhra Pradesh)
IND517644AAA,IND524132AAA,FTL,Night,2.162280701754386,38.0,17.0,22.49725,30,Sriklahsti_SDKNgr_D (Andhra Pradesh),Venktagiri_TirupthiRd_D (Andhra Pradesh)
IND518002AAA,IND501359AAE,FTL,Evening,1.6339712918660287,31.0,18.0,26.094,88,Kurnool_AbbasNgr_I (Andhra Pradesh),Hyderabad_Shamshbd_H (Telangana)
IND518002AAA,IND501359AAE,FTL,Night,1.680952380952381,30.0,17.5,25.19195,8,Kurnool_AbbasNgr_I (Andhra Pradesh),Hyderabad_Shamshbd_H (Telangana)
IND518002AAA,IND509103AAB,FTL,Evening,2.0130434782608697,59.5,31.0,31.73775,8,Kurnool_AbbasNgr_I (Andhra Pradesh),Wanaparthy_VallaDPP_D (Telangana)
IND518002AAA,IND509124AAA,FTL,Evening,1.5454545454545454,32.0,22.0,24.5448,9,Kurnool_AbbasNgr_I (Andhra Pradesh),JoguGadwal_ColctrOf_D (Telangana)
IND518002AAA,IND518206AAA,FTL,Evening,13.127076411960132,563.5,42.5,46.91355,2,Kurnool_AbbasNgr_I (Andhra Pradesh),Betamcherla_CmtNgRod_D (Andhra Pradesh)
IND518002AAA,IND518401AAA,FTL,Evening,1.775,32.0,17.0,17.7389,26,Kurnool_AbbasNgr_I (Andhra Pradesh),Nandikotkr_UmarDPP_D (Andhra Pradesh)
IND518002AAA,IND518501AAA,FTL,Evening,1.5,28.0,19.5,25.82475,54,Kurnool_AbbasNgr_I (Andhra Pradesh),Nandyal_SrnvsNgr_D (Andhra Pradesh)
IND518002AAA,IND562132AAA,FTL,Morning,1.3863636363636365,28.0,19.0,25.059,155,Kurnool_AbbasNgr_I (Andhra Pradesh),Bangalore_Nelmngla_H (Karnataka)
IND518002AAA,IND584101AAA,FTL,Evening,1.6153846153846154,41.0,25.0,25.6196,55,Kurnool_AbbasNgr_I (Andhra Pradesh),Raichur_LSRoad_DC (Karnataka)
IND518102AAA,IND518002AAA,FTL,Evening,1.875,36.0,24.0,26.1172,77,Srisailam_Sishumdr_D (Andhra Pradesh),Kurnool_AbbasNgr_I (Andhra Pradesh)
IND518124AAA,IND518002AAA,FTL,Evening,1.391304347826087,32.0,23.0,31.6134,3,Bngnpalle_Enkndla_D (Andhra Pradesh),Kurnool_AbbasNgr_I (Andhra Pradesh)
IND518124AAA,IND518206AAA,FTL,Evening,1.65,33.0,21.0,19.491799999999998,6,Bngnpalle_Enkndla_D (Andhra Pradesh),Betamcherla_CmtNgRod_D (Andhra Pradesh)
IND518206AAA,IND518002AAA,FTL,Evening,1.5,26.0,19.0,26.0993,3,Betamcherla_CmtNgRod_D (Andhra Pradesh),Kurnool_AbbasNgr_I (Andhra Pradesh)
IND518206AAA,IND518222AAA,FTL,Evening,1.3333333333333335,32.0,22.0,17.8522,8,Betamcherla_CmtNgRod_D (Andhra Pradesh),Dhone_RmNyrDPP_D (Andhra Pradesh)
IND518222AAA,IND518002AAA,FTL,Evening,1.2352941176470589,21.0,17.0,23.55,15,Dhone_RmNyrDPP_D (Andhra Pradesh),Kurnool_AbbasNgr_I (Andhra Pradesh)
IND518401AAA,IND518422AAB,FTL,Evening,1.8541666666666665,24.5,13.5,19.49725,24,Nandikotkr_UmarDPP_D (Andhra Pradesh),Atmakur_IndraNgr_D (Andhra Pradesh)
IND518422AAB,IND518102AAA,FTL,Evening,2.0454780361757106,78.0,37.5,52.876999999999995,28,Atmakur_IndraNgr_D (Andhra Pradesh),Srisailam_Sishumdr_D (Andhra Pradesh)
IND518501AAA,IND518124AAA,FTL,Evening,1.5742753623188406,33.5,22.0,22.836799999999997,30,Nandyal_SrnvsNgr_D (Andhra Pradesh),Bngnpalle_Enkndla_D (Andhra Pradesh)
IND520011AAA,IND521185AAA,Carting,Evening,1.6666666666666667,12.0,7.0,10.12975,42,Vijayawada (Andhra Pradesh),Nandigama_Chndrlpd_D (Andhra Pradesh)
IND521001AAA,IND521165AAA,FTL,Evening,1.875,22.5,12.5,18.22205,6,Machilipatnam_DC (Andhra Pradesh),Vuyyuru_BhogdDPP_D (Andhra Pradesh)
IND521001AAA,IND521225AAB,FTL,Evening,2.229813664596273,43.5,16.0,22.8626,12,Machilipatnam_DC (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh)
IND521001AAA,IND521225AAB,FTL,Night,2.5238095238095237,42.0,16.0,23.6623,3,Machilipatnam_DC (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh)
IND521105AAA,IND521333AAA,FTL,Evening,2.1933497536945814,54.5,23.0,28.29645,8,HanumanJNC_VijywdRD_D (Andhra Pradesh),Kaikaluru_Atapaka_D (Andhra Pradesh)
IND521105AAA,IND534001AAA,FTL,Evening,1.941176470588235,33.5,17.0,18.16985,4,HanumanJNC_VijywdRD_D (Andhra Pradesh),Eluru_Agraharm_DC (Andhra Pradesh)
IND521165AAA,IND521225AAB,FTL,Evening,5.8076923076923075,139.0,24.0,31.108249999999998,4,Vuyyuru_BhogdDPP_D (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh)
IND521185AAA,IND520011AAA,Carting,Evening,1.7241379310344827,50.0,29.0,41.8469,1,Nandigama_Chndrlpd_D (Andhra Pradesh),Vijayawada (Andhra Pradesh)
IND521185AAA,IND521225AAB,Carting,Evening,1.7142857142857142,12.0,7.0,9.74905,42,Nandigama_Chndrlpd_D (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh)
IND521201AAA,IND521105AAA,FTL,Evening,1.736842105263158,33.0,22.0,22.3547,3,Nuzvid_Ward17_D (Andhra Pradesh),HanumanJNC_VijywdRD_D (Andhra Pradesh)
IND521225AAB,IND501359AAE,FTL,Morning,1.5,35.5,21.0,25.58835,12,Vijayawada_Rynapadu_H (Andhra Pradesh),Hyderabad_Shamshbd_H (Telangana)
IND521225AAB,IND501359AAE,FTL,Night,1.651086956521739,34.5,21.0,27.13175,120,Vijayawada_Rynapadu_H (Andhra Pradesh),Hyderabad_Shamshbd_H (Telangana)
IND521225AAB,IND507002AAA,FTL,Night,1.4166666666666667,38.0,27.0,27.4508,67,Vijayawada_Rynapadu_H (Andhra Pradesh),Khammam_NSTRoad_I (Telangana)
IND521225AAB,IND521001AAA,FTL,Evening,1.7386363636363638,33.0,19.0,24.313000000000002,4,Vijayawada_Rynapadu_H (Andhra Pradesh),Machilipatnam_DC (Andhra Pradesh)
IND521225AAB,IND521165AAA,FTL,Evening,2.9714673913043477,109.5,31.0,42.7986,2,Vijayawada_Rynapadu_H (Andhra Pradesh),Vuyyuru_BhogdDPP_D (Andhra Pradesh)
IND521225AAB,IND521185AAA,Carting,Evening,1.5,9.5,6.5,9.95025,6,Vijayawada_Rynapadu_H (Andhra Pradesh),Nandigama_Chndrlpd_D (Andhra Pradesh)
IND521225AAB,IND521201AAA,FTL,Evening,1.5292307692307694,39.0,26.0,26.22635,40,Vijayawada_Rynapadu_H (Andhra Pradesh),Nuzvid_Ward17_D (Andhra Pradesh)
IND521225AAB,IND521201AAA,FTL,Night,1.4325925925925924,37.0,26.0,26.37395,2,Vijayawada_Rynapadu_H (Andhra Pradesh),Nuzvid_Ward17_D (Andhra Pradesh)
IND521225AAB,IND521301AAA,FTL,Evening,1.6414027149321266,37.5,23.0,24.2474,36,Vijayawada_Rynapadu_H (Andhra Pradesh),Gudivada_GvrCompx_D (Andhra Pradesh)
IND521225AAB,IND521301AAA,FTL,Night,1.62,36.0,22.5,24.230600000000003,2,Vijayawada_Rynapadu_H (Andhra Pradesh),Gudivada_GvrCompx_D (Andhra Pradesh)
IND521225AAB,IND523002AAA,FTL,Morning,1.8452380952380953,32.0,18.0,24.13485,18,Vijayawada_Rynapadu_H (Andhra Pradesh),Ongole_SubhVRTL_I (Andhra Pradesh)
IND521301AAA,IND521001AAA,FTL,Evening,2.173611111111111,25.0,15.0,20.74425,36,Gudivada_GvrCompx_D (Andhra Pradesh),Machilipatnam_DC (Andhra Pradesh)
IND521301AAA,IND521001AAA,FTL,Night,2.03125,22.0,12.0,17.84955,2,Gudivada_GvrCompx_D (Andhra Pradesh),Machilipatnam_DC (Andhra Pradesh)
IND521333AAA,IND521225AAB,FTL,Evening,2.375,49.0,22.0,26.1499,49,Kaikaluru_Atapaka_D (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh)
IND522647AAA,IND523201AAA,FTL,Afternoon,1.3524193548387098,40.5,27.5,21.65685,26,Vinukonda_Kothapet_D (Andhra Pradesh),Addanki_Oilmilrd_D (Andhra Pradesh)
IND522647AAA,IND523201AAA,FTL,Evening,1.218070652173913,32.0,26.5,20.98175,6,Vinukonda_Kothapet_D (Andhra Pradesh),Addanki_Oilmilrd_D (Andhra Pradesh)
IND522647AAA,IND523201AAA,FTL,Night,1.456451612903226,39.0,26.5,21.0513,6,Vinukonda_Kothapet_D (Andhra Pradesh),Addanki_Oilmilrd_D (Andhra Pradesh)
IND523002AAA,IND523105AAA,FTL,Afternoon,1.4761904761904763,31.0,21.0,23.0531,3,Ongole_SubhVRTL_I (Andhra Pradesh),Kandukur_LICOffce_D (Andhra Pradesh)
