source_center,destination_center,route_type,time_of_day,median_segment_factor,median_segment_actual_time,median_segment_osrm_time,median_segment_osrm_distance,trip_count,source_name,destination_name
IND000000AEM,IND110064AAB,Carting,Morning,1.5590277777777777,12.5,9.5,10.200700000000001,18,Gurgaon_Bilaspur_RP (Haryana),KN_RPC (Delhi)
IND000000AEM,IND110064AAB,Carting,Night,1.577777777777778,14.0,9.0,10.0025,48,Gurgaon_Bilaspur_RP (Haryana),KN_RPC (Delhi)
IND000000AET,IND000000AAS,FTL,Morning,2.75,37.0,20.0,28.3544,15,Barpeta_ShivBari_D (Assam),Bongaigaon_Chpaguri_D (Assam)
IND000000AET,IND000000AAS,FTL,Night,3.15,43.0,20.0,28.7068,9,Barpeta_ShivBari_D (Assam),Bongaigaon_Chpaguri_D (Assam)
IND000000AFF,IND734203AAA,FTL,Morning,4.842105263157895,92.0,19.0,27.8663,3,Darjeeling_Hillcard_DC (West Bengal),Kurseong_ABPath_D (West Bengal)
IND000000AFG,IND673027AAB,FTL,Afternoon,1.8255360623781676,41.5,23.0,22.171349999999997,2,Tirur_PmthuKlm_D (Kerala),Kozhikode_Feroke_H (Kerala)
IND000000AFG,IND673632AAA,FTL,Evening,2.176245210727969,56.5,23.5,22.898049999999998,6,Tirur_PmthuKlm_D (Kerala),Kozhikode_Central_H_4 (Kerala)
IND000000AFJ,IND695121AAA,Carting,Evening,1.1111111111111112,13.0,13.0,9.484200000000001,10,Trivandrum_Pettah_D (Kerala),Neyatinkra_Arlumodu_D (Kerala)
IND000000AFJ,IND695121AAA,Carting,Night,1.0769230769230769,14.0,13.0,9.34855,30,Trivandrum_Pettah_D (Kerala),Neyatinkra_Arlumodu_D (Kerala)
IND000000AFJ,IND695572AAB,Carting,Night,2.333333333333333,30.0,13.0,11.389050000000001,2,Trivandrum_Pettah_D (Kerala),Kallikkad_Mutyvila_D (Kerala)
IND000000AFR,IND683511AAA,Carting,Afternoon,1.9833333333333334,24.5,10.5,10.158,6,Cochin_PanditRd_D (Kerala),Aluva_Peedika_H (Kerala)
IND000000AFR,IND683511AAA,Carting,Evening,1.7571428571428571,18.5,10.5,9.9926,18,Cochin_PanditRd_D (Kerala),Aluva_Peedika_H (Kerala)
IND000000AFT,IND400072AAB,Carting,Evening,2.0,18.0,10.0,10.76935,20,Mumbai_Sanpada_I (Maharashtra),Mumbai Hub (Maharashtra)
IND000000AFT,IND400701AAA,Carting,Night,3.25,28.0,9.0,12.52195,2,Mumbai_Sanpada_I (Maharashtra),Mumbai_Ghansoli_DC (Maharashtra)
IND000000AFT,IND400706AAA,Carting,Night,1.8,18.0,10.0,10.1716,3,Mumbai_Sanpada_I (Maharashtra),Mumbai_Nerul_D (Maharashtra)
IND000000AFT,IND410206AAA,Carting,Morning,2.416666666666667,23.0,9.5,11.059550000000002,2,Mumbai_Sanpada_I (Maharashtra),Jasai_JNPT_D (Maharashtra)
IND000000AFT,IND410206AAA,Carting,Night,2.1,21.0,11.0,9.9465,3,Mumbai_Sanpada_I (Maharashtra),Jasai_JNPT_D (Maharashtra)
IND000000AFT,IND410206AAB,Carting,Morning,2.8,26.0,9.0,10.288499999999999,2,Mumbai_Sanpada_I (Maharashtra),Mumbai_Panvel_D (Maharashtra)
IND000000AFT,IND410209AAA,Carting,Morning,2.0,14.0,12.0,11.96635,30,Mumbai_Sanpada_I (Maharashtra),Mumbai_Khandeshwar_Dc (Maharashtra)
IND000000AFT,IND410209AAA,Carting,Night,2.0,22.5,12.0,11.31475,50,Mumbai_Sanpada_I (Maharashtra),Mumbai_Khandeshwar_Dc (Maharashtra)
IND000000AFT,IND410210AAA,Carting,Night,1.631578947368421,31.0,13.0,15.7803,25,Mumbai_Sanpada_I (Maharashtra),Mumbai_Kharghar_D (Maharashtra)
IND000000AFT,IND421302AAG,Carting,Afternoon,2.3846153846153846,23.5,10.0,11.592049999999999,4,Mumbai_Sanpada_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra)
IND000000AFT,IND421302AAG,Carting,Evening,2.0,24.0,10.0,13.6136,13,Mumbai_Sanpada_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra)
IND000000AFT,IND421302AAG,Carting,Morning,3.0511363636363633,30.0,10.0,11.7214,4,Mumbai_Sanpada_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra)
IND000000AFT,IND421302AAG,Carting,Night,2.645833333333333,31.5,11.0,12.29585,8,Mumbai_Sanpada_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra)
IND110014AAA,IND110024AAA,Carting,Morning,2.75,21.5,7.5,9.383500000000002,12,Delhi_Bhogal (Delhi),Delhi_Lajpat_IP (Delhi)
IND110014AAA,IND110024AAA,Carting,Night,2.8181818181818183,16.5,4.0,4.8997,8,Delhi_Bhogal (Delhi),Delhi_Lajpat_IP (Delhi)
IND110020AAB,IND110037AAM,Carting,Morning,2.4,24.0,10.0,12.0594,11,OK_RPC (Delhi),Delhi_Airport_H (Delhi)
IND110024AAA,IND110014AAA,Carting,Morning,2.5714285714285716,18.0,7.0,9.1364,5,Delhi_Lajpat_IP (Delhi),Delhi_Bhogal (Delhi)
IND110024AAA,IND110014AAA,Carting,Night,1.6349206349206349,12.0,7.0,9.7301,8,Delhi_Lajpat_IP (Delhi),Delhi_Bhogal (Delhi)
IND110030AAD,IND000000ACB,Carting,Morning,1.6753246753246753,18.5,10.0,9.794,20,Delhi_Kishangarh_DPC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110030AAD,IND000000ACB,Carting,Night,1.5555555555555556,16.0,10.0,10.198450000000001,14,Delhi_Kishangarh_DPC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110035AAC,IND110037AAM,Carting,Evening,1.7857142857142856,14.0,10.0,10.950050000000001,4,Delhi_North_R_8 (Delhi),Delhi_Airport_H (Delhi)
IND110035AAC,IND110037AAM,Carting,Morning,1.9523809523809526,14.5,8.5,10.174,2,Delhi_North_R_8 (Delhi),Delhi_Airport_H (Delhi)
IND110037AAK,IND000000ACB,Carting,Evening,1.5857142857142859,17.0,9.0,10.0138,64,Delhi_Kapshera_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110037AAK,IND000000ACB,Carting,Morning,1.554945054945055,18.0,8.5,9.79735,12,Delhi_Kapshera_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110037AAK,IND000000ACB,Carting,Night,1.8888888888888888,17.0,9.0,10.2963,101,Delhi_Kapshera_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110037AAM,IND000000ACB,FTL,Night,1.5762962962962963,33.0,24.0,24.9544,24,Delhi_Airport_H (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110037AAM,IND110020AAB,Carting,Morning,2.6363636363636362,30.5,11.0,12.8809,26,Delhi_Airport_H (Delhi),OK_RPC (Delhi)
IND110037AAM,IND110024AAA,Carting,Night,2.4272727272727272,28.5,12.0,12.759,36,Delhi_Airport_H (Delhi),Delhi_Lajpat_IP (Delhi)
IND110037AAM,IND110035AAC,Carting,Evening,1.554945054945055,18.0,11.0,11.349,40,Delhi_Airport_H (Delhi),Delhi_North_R_8 (Delhi)
IND110037AAM,IND110035AAC,Carting,Morning,2.5852272727272725,28.5,12.0,11.5167,32,Delhi_Airport_H (Delhi),Delhi_North_R_8 (Delhi)
IND110037AAM,IND110064AAA,Carting,Night,2.1875,35.0,16.0,12.964,3,Delhi_Airport_H (Delhi),Delhi_Mayapuri_PC (Delhi)
IND110037AAM,IND110085AAB,Carting,Night,1.8785714285714286,23.5,12.0,11.08835,46,Delhi_Airport_H (Delhi),Delhi_Rohini_DPC (Delhi)
IND110037AAM,IND110092AAC,Carting,Night,2.0,24.0,14.0,14.7271,3,Delhi_Airport_H (Delhi),Delhi_Patparganj_DPC (Delhi)
IND110037AAM,IND121004AAB,Carting,Afternoon,1.95,20.0,10.0,10.41945,36,Delhi_Airport_H (Delhi),FBD_Balabhgarh_DPC (Haryana)
IND110037AAM,IND121004AAB,Carting,Evening,1.3333333333333333,13.0,10.0,10.1157,57,Delhi_Airport_H (Delhi),FBD_Balabhgarh_DPC (Haryana)
IND110037AAM,IND121004AAB,Carting,Night,2.7777777777777777,30.0,10.0,10.1731,45,Delhi_Airport_H (Delhi),FBD_Balabhgarh_DPC (Haryana)
IND110037AAM,IND125001AAA,FTL,Night,1.75,41.0,26.0,24.4148,7,Delhi_Airport_H (Delhi),Hisar_ModelTwn_P (Haryana)
IND110037AAM,IND131028AAB,Carting,Morning,2.272727272727273,25.0,11.0,10.7905,5,Delhi_Airport_H (Delhi),Sonipat_Kundli_H (Haryana)
IND110037AAM,IND201001AAC,Carting,Evening,1.1651785714285714,15.5,15.0,11.7596,12,Delhi_Airport_H (Delhi),Ghaziabad_Central_L_8 (Uttar Pradesh)
IND110037AAM,IND201001AAC,Carting,Morning,2.1538461538461537,28.0,14.0,11.6222,5,Delhi_Airport_H (Delhi),Ghaziabad_Central_L_8 (Uttar Pradesh)
IND110037AAM,IND201001AAC,Carting,Night,1.4419642857142856,21.5,15.0,11.67225,12,Delhi_Airport_H (Delhi),Ghaziabad_Central_L_8 (Uttar Pradesh)
IND110037AAM,IND201007AAA,Carting,Night,2.116883116883117,30.0,14.5,14.441849999999999,18,Delhi_Airport_H (Delhi),GZB_Mohan_Nagar_DPC (Uttar Pradesh)
IND110037AAM,IND201301AAD,Carting,Morning,2.8333333333333335,34.0,12.0,11.9816,9,Delhi_Airport_H (Delhi),NOI_RPC (Delhi)
IND110037AAM,IND201301AAF,Carting,Night,1.9090909090909092,26.0,13.0,11.9488,15,Delhi_Airport_H (Delhi),Noida_Sec 02_DPC (Uttar Pradesh)
IND110037AAM,IND202001AAB,FTL,Afternoon,1.5185185185185186,36.0,21.0,24.507,93,Delhi_Airport_H (Delhi),Aligarh_KhirByps_I (Uttar Pradesh)
IND110037AAM,IND202001AAB,FTL,Morning,1.6071428571428572,38.0,21.0,24.3379,41,Delhi_Airport_H (Delhi),Aligarh_KhirByps_I (Uttar Pradesh)
IND110037AAM,IND202001AAB,FTL,Night,1.4733333333333332,42.0,22.0,24.64965,18,Delhi_Airport_H (Delhi),Aligarh_KhirByps_I (Uttar Pradesh)
IND110037AAM,IND209304AAA,FTL,Afternoon,1.80625,34.5,18.0,25.55675,18,Delhi_Airport_H (Delhi),Kanpur_Central_H_6 (Uttar Pradesh)
IND110037AAM,IND209304AAA,FTL,Evening,1.6875,33.0,18.0,25.5093,35,Delhi_Airport_H (Delhi),Kanpur_Central_H_6 (Uttar Pradesh)
IND110037AAM,IND209304AAA,FTL,Morning,1.5386904761904763,31.0,18.0,25.24695,18,Delhi_Airport_H (Delhi),Kanpur_Central_H_6 (Uttar Pradesh)
IND110037AAM,IND209304AAA,FTL,Night,1.6,30.0,18.0,25.686999999999998,378,Delhi_Airport_H (Delhi),Kanpur_Central_H_6 (Uttar Pradesh)
IND110037AAM,IND226004AAC,FTL,Evening,1.4281045751633987,30.0,21.0,26.113500000000002,20,Delhi_Airport_H (Delhi),Lucknow_Pandriba_L (Uttar Pradesh)
IND110037AAM,IND250002AAC,FTL,Afternoon,1.3192307692307694,25.0,30.5,27.024050000000003,4,Delhi_Airport_H (Delhi),Unknown_Destination
IND110037AAM,IND250002AAC,FTL,Evening,1.7242063492063493,47.5,27.5,28.0886,4,Delhi_Airport_H (Delhi),Unknown_Destination
IND110037AAM,IND282001AAA,FTL,Morning,1.7633053221288515,32.5,17.5,24.7035,24,Delhi_Airport_H (Delhi),Agra_Idgah_P (Uttar Pradesh)
IND110037AAM,IND282001AAA,FTL,Night,1.945906432748538,36.5,18.0,25.62005,8,Delhi_Airport_H (Delhi),Agra_Idgah_P (Uttar Pradesh)
IND110037AAM,IND282001AAC,FTL,Morning,1.9444444444444446,36.0,18.0,25.57625,8,Delhi_Airport_H (Delhi),Agra_Idgah_L (Uttar Pradesh)
IND110037AAM,IND282002AAD,FTL,Afternoon,1.9210526315789473,35.5,18.0,25.64415,8,Delhi_Airport_H (Delhi),Unknown_Destination
IND110037AAM,IND421302AAG,FTL,Night,1.619047619047619,33.0,20.0,27.2533,815,Delhi_Airport_H (Delhi),Bhiwandi_Mankoli_HB (Maharashtra)
IND110037AAM,IND781018AAB,FTL,Night,1.7507739938080495,36.0,20.0,28.38645,68,Delhi_Airport_H (Delhi),Guwahati_Hub (Assam)
IND110037AAM,IND811399AAA,FTL,Evening,1.9473684210526314,40.0,21.0,18.660899999999998,22,Delhi_Airport_H (Delhi),Noida_Sector02_C (Uttar Pradesh)
IND110039AAA,IND110085AAB,Carting,Morning,2.9423076923076925,24.5,8.0,7.04595,4,Delhi_Barwala (Delhi),Delhi_Rohini_DPC (Delhi)
IND110039AAA,IND110085AAB,Carting,Night,5.392857142857143,44.5,10.5,7.9436,2,Delhi_Barwala (Delhi),Delhi_Rohini_DPC (Delhi)
IND110043AAA,IND000000ACB,Carting,Morning,2.857142857142857,31.0,9.5,10.081949999999999,14,Delhi_Nangli_IP (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110043AAA,IND000000ACB,Carting,Night,1.3333333333333333,12.0,15.0,16.132,5,Delhi_Nangli_IP (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110043AAA,IND110078AAA,Carting,Morning,1.4852941176470589,20.0,12.0,10.5502,34,Delhi_Nangli_IP (Delhi),Janakpuri (Delhi)
IND110043AAA,IND110078AAA,Carting,Night,1.3725490196078431,20.5,12.5,9.27905,32,Delhi_Nangli_IP (Delhi),Janakpuri (Delhi)
IND110043AAC,IND000000ACB,Carting,Evening,1.375,12.0,10.0,11.5174,5,Delhi_Nangli_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110044AAB,IND000000ACB,Carting,Afternoon,1.4,13.0,10.0,11.0363,90,Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110044AAB,IND000000ACB,Carting,Evening,1.4460227272727273,16.0,11.0,11.0342,222,Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110044AAB,IND000000ACB,Carting,Morning,1.6923076923076923,15.0,10.0,10.7899,81,Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110044AAB,IND000000ACB,Carting,Night,1.3333333333333333,13.0,9.0,10.314800000000002,60,Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110044AAB,IND110030AAD,Carting,Evening,1.625,14.0,9.0,8.31415,60,Del_Okhla_PC (Delhi),Delhi_Kishangarh_DPC (Delhi)
IND110044AAB,IND110037AAM,Carting,Night,2.0,20.0,12.0,9.2933,7,Del_Okhla_PC (Delhi),Delhi_Airport_H (Delhi)
IND110044AAB,IND131028AAB,Carting,Afternoon,2.142857142857143,19.0,11.0,10.4889,105,Del_Okhla_PC (Delhi),Sonipat_Kundli_H (Haryana)
IND110044AAB,IND131028AAB,Carting,Evening,1.4545454545454546,15.0,11.0,10.5485,85,Del_Okhla_PC (Delhi),Sonipat_Kundli_H (Haryana)
IND110044AAB,IND131028AAB,Carting,Night,1.606060606060606,16.0,10.5,10.096,10,Del_Okhla_PC (Delhi),Sonipat_Kundli_H (Haryana)
IND110044AAB,IND201007AAA,Carting,Evening,2.366071428571429,26.0,11.5,10.345849999999999,22,Del_Okhla_PC (Delhi),GZB_Mohan_Nagar_DPC (Uttar Pradesh)
IND110044AAB,IND201301AAF,Carting,Afternoon,1.6153846153846154,10.0,7.5,7.29895,2,Del_Okhla_PC (Delhi),Noida_Sec 02_DPC (Uttar Pradesh)
IND110044AAB,IND201301AAF,Carting,Evening,2.0769230769230766,15.5,7.0,6.8774,22,Del_Okhla_PC (Delhi),Noida_Sec 02_DPC (Uttar Pradesh)
IND110052AAA,IND000000ACB,Carting,Evening,1.5454545454545454,14.0,9.0,9.7635,63,Delhi_Wazirpur_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110052AAA,IND000000ACB,Carting,Night,1.7777777777777777,16.0,9.0,10.2248,7,Delhi_Wazirpur_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110064AAA,IND000000ACB,Carting,Evening,1.6041666666666665,15.5,11.0,11.857199999999999,6,Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110064AAA,IND000000ACB,Carting,Morning,1.3333333333333333,14.5,9.0,9.8863,108,Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110064AAA,IND000000ACB,Carting,Night,1.2222222222222223,12.0,10.0,10.7995,117,Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110064AAA,IND110005AAA,Carting,Night,2.3076923076923075,30.0,11.0,10.6435,3,Delhi_Mayapuri_PC (Delhi),Delhi_Todapur_DC (Delhi)
IND110064AAA,IND110046AAA,Carting,Morning,3.0,45.0,15.0,13.586200000000002,1,Delhi_Mayapuri_PC (Delhi),Delhi_Lajwanti (Delhi)
IND110077AAA,IND110043AAA,Carting,Night,1.3333333333333333,20.0,15.0,11.7786,1,Delhi_Palam (Delhi),Delhi_Nangli_IP (Delhi)
IND110078AAA,IND110043AAA,Carting,Morning,2.7,35.5,12.5,9.55775,16,Janakpuri (Delhi),Delhi_Nangli_IP (Delhi)
IND110078AAA,IND110043AAA,Carting,Night,2.3009049773755654,26.5,11.0,9.8903,12,Janakpuri (Delhi),Delhi_Nangli_IP (Delhi)
IND110083AAA,IND110085AAB,Carting,Night,3.9714285714285715,25.0,9.5,7.987500000000001,2,Delhi_Mangol_DC (Delhi),Delhi_Rohini_DPC (Delhi)
IND110085AAB,IND000000ACB,Carting,Morning,2.2,23.0,9.0,9.94745,28,Delhi_Rohini_DPC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110085AAB,IND000000ACB,Carting,Night,1.2666666666666666,14.0,11.0,12.7094,21,Delhi_Rohini_DPC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110085AAB,IND110039AAA,Carting,Morning,2.121794871794872,21.0,10.0,8.206949999999999,4,Delhi_Rohini_DPC (Delhi),Delhi_Barwala (Delhi)
IND110085AAB,IND110039AAA,Carting,Night,1.125,16.0,14.0,12.0392,3,Delhi_Rohini_DPC (Delhi),Delhi_Barwala (Delhi)
IND110085AAB,IND110083AAA,Carting,Night,2.8666666666666667,43.0,14.0,11.9122,5,Delhi_Rohini_DPC (Delhi),Delhi_Mangol_DC (Delhi)
IND110085AAB,IND110085AAA,Carting,Afternoon,2.076923076923077,27.0,13.0,11.4111,1,Delhi_Rohini_DPC (Delhi),North Delhi (Delhi)
IND110085AAB,IND110087AAA,Carting,Morning,2.0,26.0,13.0,11.5091,3,Delhi_Rohini_DPC (Delhi),Delhi_Paschim_DC (Delhi)
IND110085AAB,IND110087AAA,Carting,Night,0.5384615384615384,7.0,7.0,5.98345,2,Delhi_Rohini_DPC (Delhi),Delhi_Paschim_DC (Delhi)
IND110092AAC,IND000000ACB,Carting,Morning,1.2857142857142856,15.5,10.5,11.703,20,Delhi_Patparganj_DPC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110092AAC,IND000000ACB,Carting,Night,1.3333333333333333,13.0,11.0,11.6992,21,Delhi_Patparganj_DPC (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND110092AAC,IND110093AAA,Carting,Night,1.625,26.0,8.5,6.41585,2,Delhi_Patparganj_DPC (Delhi),Delhi_Shahdara (Delhi)
IND110093AAA,IND110092AAC,Carting,Night,1.6111111111111112,29.0,9.5,7.7735,2,Delhi_Shahdara (Delhi),Delhi_Patparganj_DPC (Delhi)
IND110095AAB,IND000000ACB,Carting,Evening,1.3,12.0,12.0,10.0457,7,Delhi_Jhilmil_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND121001AAA,IND121004AAB,Carting,Morning,1.75,15.0,8.0,10.1397,25,Faridabad (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND121001AAA,IND121004AAB,Carting,Night,1.9090909090909092,12.5,5.0,5.9588,24,Faridabad (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND121002AAA,IND121004AAB,Carting,Night,19.083333333333332,229.0,12.0,11.2338,1,Faridabad_Old (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND121002AAB,IND000000ACB,Carting,Afternoon,1.4852941176470589,17.0,11.0,11.8444,18,Faridabad_Mthurard_L (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND121002AAB,IND000000ACB,Carting,Evening,1.8333333333333333,23.0,12.0,12.3122,71,Faridabad_Mthurard_L (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND121002AAB,IND000000ACB,Carting,Morning,1.6333333333333333,20.0,11.0,11.86815,20,Faridabad_Mthurard_L (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND121002AAB,IND000000ACB,Carting,Night,1.3452380952380953,16.0,13.0,12.2071,54,Faridabad_Mthurard_L (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND121004AAA,IND121004AAB,Carting,Morning,2.0892857142857144,15.5,7.5,9.01455,2,Faridabad_Blbgarh_DC (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND121004AAA,IND121004AAB,Carting,Night,2.283333333333333,17.5,8.0,9.286200000000001,18,Faridabad_Blbgarh_DC (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND121004AAB,IND000000ACB,Carting,Morning,1.6547619047619047,19.0,12.0,11.952950000000001,102,FBD_Balabhgarh_DPC (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND121004AAB,IND000000ACB,Carting,Night,1.7,20.0,12.0,12.097,87,FBD_Balabhgarh_DPC (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND121004AAB,IND110037AAM,Carting,Evening,2.0,17.0,10.0,11.7341,57,FBD_Balabhgarh_DPC (Haryana),Delhi_Airport_H (Delhi)
IND121004AAB,IND110037AAM,Carting,Morning,3.0,26.0,9.0,11.4146,53,FBD_Balabhgarh_DPC (Haryana),Delhi_Airport_H (Delhi)
IND121004AAB,IND121001AAA,Carting,Morning,1.3818181818181818,14.0,9.0,10.9777,32,FBD_Balabhgarh_DPC (Haryana),Faridabad (Haryana)
IND121004AAB,IND121001AAA,Carting,Night,1.8181818181818181,16.0,9.0,10.8159,13,FBD_Balabhgarh_DPC (Haryana),Faridabad (Haryana)
IND121004AAB,IND121002AAA,Carting,Night,1.4545454545454546,16.0,6.0,5.17735,2,FBD_Balabhgarh_DPC (Haryana),Faridabad_Old (Haryana)
IND121004AAB,IND121004AAA,Carting,Morning,1.75,10.0,7.0,8.91575,26,FBD_Balabhgarh_DPC (Haryana),Faridabad_Blbgarh_DC (Haryana)
IND121004AAB,IND121004AAA,Carting,Night,1.75,10.0,5.5,8.37575,20,FBD_Balabhgarh_DPC (Haryana),Faridabad_Blbgarh_DC (Haryana)
IND121004AAB,IND121004AAC,Carting,Morning,1.825,11.0,7.0,8.2863,12,FBD_Balabhgarh_DPC (Haryana),Faridabad_MohnVRTL_D (Haryana)
IND121004AAB,IND121004AAC,Carting,Night,2.0625,16.5,6.5,8.5634,6,FBD_Balabhgarh_DPC (Haryana),Faridabad_MohnVRTL_D (Haryana)
IND121004AAB,IND121102AAA,Carting,Morning,2.0,11.0,6.0,9.5607,105,FBD_Balabhgarh_DPC (Haryana),Palwal (Haryana)
IND121004AAB,IND121102AAA,Carting,Night,1.6666666666666667,10.0,6.0,9.6713,100,FBD_Balabhgarh_DPC (Haryana),Palwal (Haryana)
IND121004AAC,IND121004AAB,Carting,Morning,3.0,11.0,7.0,8.9303,6,Faridabad_MohnVRTL_D (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND121004AAC,IND121004AAB,Carting,Night,2.0793650793650795,15.5,7.0,9.194749999999999,6,Faridabad_MohnVRTL_D (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND121102AAA,IND121004AAB,Carting,Night,2.0,12.0,7.0,9.835799999999999,52,Palwal (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND122001AAA,IND000000ACB,Carting,Evening,1.3333333333333333,12.0,10.5,10.630099999999999,80,GGN_DPC (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND122001AAA,IND110037AAM,Carting,Evening,3.8666666666666667,58.0,15.0,13.2356,1,GGN_DPC (Haryana),Delhi_Airport_H (Delhi)
IND122001AAA,IND122001AAD,Carting,Morning,1.8247863247863247,21.0,9.5,9.144400000000001,4,GGN_DPC (Haryana),Gurgaon_Kadipur (Haryana)
IND122001AAA,IND122001AAD,Carting,Night,1.5769230769230769,20.5,7.0,6.3622,2,GGN_DPC (Haryana),Gurgaon_Kadipur (Haryana)
IND122001AAA,IND122050AAA,Carting,Morning,3.8,38.0,10.0,10.4956,3,GGN_DPC (Haryana),Gurgaon_Manesar (Haryana)
IND122001AAA,IND122101AAC,Carting,Morning,1.6153846153846154,11.0,8.0,6.83775,2,GGN_DPC (Haryana),Gurgaon_SohnaRd_D (Haryana)
IND122001AAD,IND122050AAA,Carting,Morning,2.275,14.0,9.5,7.8406,14,Gurgaon_Kadipur (Haryana),Gurgaon_Manesar (Haryana)
IND122001AAD,IND122050AAA,Carting,Night,1.2777777777777777,21.0,17.0,12.2889,5,Gurgaon_Kadipur (Haryana),Gurgaon_Manesar (Haryana)
IND122001AAJ,IND507123AAA,FTL,Night,0.8479020979020979,26.0,28.5,19.756,26,Mahbubabad_Yellanda_D (Telangana),Yellandu_Sudimala_D (Telangana)
IND122002AAD,IND122503AAA,Carting,Morning,2.2,16.0,6.0,9.8112,7,Gurgaon_Central_D_15 (Haryana),Pataudi_DC (Haryana)
IND122004AAA,IND000000ACB,Carting,Evening,1.5393939393939395,15.5,9.0,9.74735,4,Gurgaon_Begumpur_CP (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND122004AAA,IND122413AAE,Carting,Afternoon,1.707142857142857,14.5,9.0,9.6162,44,Gurgaon_Begumpur_CP (Haryana),Gurgaon_Bilaspur_P (Haryana)
IND122004AAA,IND122413AAE,Carting,Evening,1.5,14.0,9.0,9.987,115,Gurgaon_Begumpur_CP (Haryana),Gurgaon_Bilaspur_P (Haryana)
IND122004AAA,IND122413AAE,Carting,Night,1.202020202020202,12.0,10.0,10.3316,12,Gurgaon_Begumpur_CP (Haryana),Gurgaon_Bilaspur_P (Haryana)
IND122503AAA,IND122001AAA,Carting,Morning,1.9444444444444446,18.5,10.5,10.8203,8,Pataudi_DC (Haryana),GGN_DPC (Haryana)
IND123001AAA,IND123401AAB,FTL,Evening,1.75,33.5,18.5,21.42415,26,Narnaul_DC (Haryana),Rewari_YuktiDPP_D (Haryana)
IND123401AAB,IND000000ACB,FTL,Evening,1.9230769230769231,46.0,25.0,26.222,9,Rewari_YuktiDPP_D (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND123401AAB,IND123106AAB,FTL,Evening,1.8478260869565217,34.5,22.0,24.2686,30,Rewari_YuktiDPP_D (Haryana),Dharuhera_Central_DPP_2 (Haryana)
IND124001AAB,IND126102AAA,FTL,Evening,2.0,33.0,16.0,22.887,12,Rohtak (Haryana),Jind_DC (Haryana)
IND124103AAA,IND127021AAA,FTL,Evening,1.5172413793103448,37.0,16.0,23.657400000000003,27,Jhajjar_DC (Haryana),Bhiwani_DC (Haryana)
IND124112AAA,IND125001AAA,FTL,Night,2.6666666666666665,36.0,16.0,22.68235,6,Meham_GModDPP_D (Haryana),Hisar_ModelTwn_P (Haryana)
IND124112AAA,IND125005AAA,FTL,Night,1.8666666666666667,25.5,15.5,22.4202,6,Meham_GModDPP_D (Haryana),Hisar_IndstlAr_I (Haryana)
